time_local,city,temp_c,humidity_pct,wind_speed_ms,rain_1h_mm,rain_next_3h_mm,rain_next_24h_mm,heat_index_c,heat_alert,flood_alert,reasons
2025-08-19 07:12:02.516907+05:00,"Lahore,PK",26.73,82.0,0.83,0.0,0.73,2.4,29.310169494265462,False,False,
2025-08-19 07:12:04.318832+05:00,"Lahore,PK",26.73,82.0,0.83,0.0,0.73,2.4,29.310169494265462,False,False,
2025-08-30 22:12:56.051741+05:00,"Sialkot,PK",26.12,92.0,2.7,0.0,0.0,23.35,28.43622694370013,False,False,
2025-08-30 22:13:41.497209+05:00,"Karachi,PK",27.63,79.0,5.08,0.0,0.0,0.0,31.062697365632378,False,False,
2025-09-30 02:08:16.430300+05:00,"Karachi,PK",29.61,69.0,2.94,0.0,0.0,0.16,33.889648972753115,False,False,
2025-09-30 02:08:19.868886+05:00,"Karachi,PK",29.61,69.0,2.94,0.0,0.0,0.16,33.889648972753115,False,False,
